Mother tongue,Second language,mPersons,sPersons,Third language,tPersons
ASSAMESE,BENGALI,15311351.0,2025303.0,BODO ,883.0
ASSAMESE,BENGALI,15311351.0,2025303.0,GUJARATI,11.0
ASSAMESE,BENGALI,15311351.0,2025303.0,HINDI ,245880.0
ASSAMESE,BENGALI,15311351.0,2025303.0,KANNADA,2.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MALAYALAM,8.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MANIPURI ,34.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MARATHI ,36.0
ASSAMESE,BENGALI,15311351.0,2025303.0,NEPALI ,956.0
ASSAMESE,BENGALI,15311351.0,2025303.0,ODIA ,226.0
ASSAMESE,BENGALI,15311351.0,2025303.0,PUNJABI ,559.0
ASSAMESE,BENGALI,15311351.0,2025303.0,SANSKRIT ,41.0
ASSAMESE,BENGALI,15311351.0,2025303.0,SANTALI ,37.0
ASSAMESE,BENGALI,15311351.0,2025303.0,SINDHI,653.0
ASSAMESE,BENGALI,15311351.0,2025303.0,TAMIL ,9.0
ASSAMESE,BENGALI,15311351.0,2025303.0,TELUGU ,8.0
ASSAMESE,BENGALI,15311351.0,2025303.0,URDU,1946.0
ASSAMESE,BENGALI,15311351.0,2025303.0,ADI ,2.0
ASSAMESE,BENGALI,15311351.0,2025303.0,AFGHANI/KABULI/PASHTO ,1.0
ASSAMESE,BENGALI,15311351.0,2025303.0,AO ,162.0
ASSAMESE,BENGALI,15311351.0,2025303.0,ARABIC/ARBI ,1907.0
ASSAMESE,BENGALI,15311351.0,2025303.0,BHUMIJ ,2.0
ASSAMESE,BENGALI,15311351.0,2025303.0,DEORI ,3.0
ASSAMESE,BENGALI,15311351.0,2025303.0,DIMASA ,15.0
ASSAMESE,BENGALI,15311351.0,2025303.0,ENGLISH ,25047.0
ASSAMESE,BENGALI,15311351.0,2025303.0,GARO ,1036.0
ASSAMESE,BENGALI,15311351.0,2025303.0,HALAM ,2.0
ASSAMESE,BENGALI,15311351.0,2025303.0,KARBI/MIKIR ,86.0
ASSAMESE,BENGALI,15311351.0,2025303.0,KHASI ,24.0
ASSAMESE,BENGALI,15311351.0,2025303.0,KOCH ,18.0
ASSAMESE,BENGALI,15311351.0,2025303.0,KURUKH/ORAON ,11.0
ASSAMESE,BENGALI,15311351.0,2025303.0,LADAKHI ,1.0
ASSAMESE,BENGALI,15311351.0,2025303.0,LALUNG ,13.0
ASSAMESE,BENGALI,15311351.0,2025303.0,LEPCHA ,1.0
ASSAMESE,BENGALI,15311351.0,2025303.0,LIANGMEI ,2.0
ASSAMESE,BENGALI,15311351.0,2025303.0,LIMBU ,1.0
ASSAMESE,BENGALI,15311351.0,2025303.0,LUSHAI/MIZO ,8.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MIRI/MISHING,27.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MISHMI ,4.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MUNDA,12.0
ASSAMESE,BENGALI,15311351.0,2025303.0,MUNDARI ,1.0
ASSAMESE,BENGALI,15311351.0,2025303.0,RABHA ,90.0
ASSAMESE,BENGALI,15311351.0,2025303.0,SHINA,1.0
ASSAMESE,BENGALI,15311351.0,2025303.0,TRIPURI ,5.0
ASSAMESE,BENGALI,15311351.0,2025303.0,TULU ,9.0
ASSAMESE,BENGALI,15311351.0,2025303.0,WANCHO,5.0
ASSAMESE,BODO,15311351.0,46019.0,BENGALI ,1400.0
ASSAMESE,BODO,15311351.0,46019.0,HINDI ,7133.0
ASSAMESE,BODO,15311351.0,46019.0,KANNADA,1.0
ASSAMESE,BODO,15311351.0,46019.0,MANIPURI ,10.0
ASSAMESE,BODO,15311351.0,46019.0,NEPALI ,298.0
ASSAMESE,BODO,15311351.0,46019.0,ODIA ,5.0
ASSAMESE,BODO,15311351.0,46019.0,PUNJABI ,1.0
ASSAMESE,BODO,15311351.0,46019.0,SANTALI ,9.0
ASSAMESE,BODO,15311351.0,46019.0,TAMIL ,1.0
ASSAMESE,BODO,15311351.0,46019.0,ARABIC/ARBI ,1.0
ASSAMESE,BODO,15311351.0,46019.0,DEORI ,3.0
ASSAMESE,BODO,15311351.0,46019.0,DIMASA ,3.0
ASSAMESE,BODO,15311351.0,46019.0,ENGLISH ,1181.0
ASSAMESE,BODO,15311351.0,46019.0,GARO ,207.0
ASSAMESE,BODO,15311351.0,46019.0,KARBI/MIKIR ,23.0
ASSAMESE,BODO,15311351.0,46019.0,KHASI ,6.0
ASSAMESE,BODO,15311351.0,46019.0,KOCH ,1.0
ASSAMESE,BODO,15311351.0,46019.0,LALUNG ,2.0
ASSAMESE,BODO,15311351.0,46019.0,MIRI/MISHING,22.0
ASSAMESE,BODO,15311351.0,46019.0,MUNDA,15.0
ASSAMESE,BODO,15311351.0,46019.0,MUNDARI ,2.0
ASSAMESE,BODO,15311351.0,46019.0,RABHA ,66.0
ASSAMESE,BODO,15311351.0,46019.0,SAVARA,1.0
ASSAMESE,BODO,15311351.0,46019.0,TANGSA,1.0
ASSAMESE,BODO,15311351.0,46019.0,ZELIANG ,2.0
ASSAMESE,GUJARATI,15311351.0,560.0,BENGALI ,4.0
ASSAMESE,GUJARATI,15311351.0,560.0,HINDI ,96.0
ASSAMESE,GUJARATI,15311351.0,560.0,MARATHI ,3.0
ASSAMESE,GUJARATI,15311351.0,560.0,NEPALI ,3.0
ASSAMESE,GUJARATI,15311351.0,560.0,SANTALI ,1.0
ASSAMESE,GUJARATI,15311351.0,560.0,URDU,1.0
ASSAMESE,GUJARATI,15311351.0,560.0,ARABIC/ARBI ,1.0
ASSAMESE,GUJARATI,15311351.0,560.0,ENGLISH ,27.0
ASSAMESE,HINDI,15311351.0,2557685.0,BENGALI ,159939.0
ASSAMESE,HINDI,15311351.0,2557685.0,BODO ,5094.0
ASSAMESE,HINDI,15311351.0,2557685.0,GUJARATI,202.0
ASSAMESE,HINDI,15311351.0,2557685.0,KANNADA,225.0
ASSAMESE,HINDI,15311351.0,2557685.0,KASHMIRI ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,KONKANI,47.0
ASSAMESE,HINDI,15311351.0,2557685.0,MAITHILI ,18.0
ASSAMESE,HINDI,15311351.0,2557685.0,MALAYALAM,141.0
ASSAMESE,HINDI,15311351.0,2557685.0,MANIPURI ,411.0
ASSAMESE,HINDI,15311351.0,2557685.0,MARATHI ,310.0
ASSAMESE,HINDI,15311351.0,2557685.0,NEPALI ,17923.0
ASSAMESE,HINDI,15311351.0,2557685.0,ODIA ,8704.0
ASSAMESE,HINDI,15311351.0,2557685.0,PUNJABI ,403.0
ASSAMESE,HINDI,15311351.0,2557685.0,SANSKRIT ,929.0
ASSAMESE,HINDI,15311351.0,2557685.0,SANTALI ,289.0
ASSAMESE,HINDI,15311351.0,2557685.0,SINDHI,8.0
ASSAMESE,HINDI,15311351.0,2557685.0,TAMIL ,147.0
ASSAMESE,HINDI,15311351.0,2557685.0,TELUGU ,220.0
ASSAMESE,HINDI,15311351.0,2557685.0,URDU,1646.0
ASSAMESE,HINDI,15311351.0,2557685.0,ADI ,137.0
ASSAMESE,HINDI,15311351.0,2557685.0,AFGHANI/KABULI/PASHTO ,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,ANGAMI ,9.0
ASSAMESE,HINDI,15311351.0,2557685.0,AO ,51.0
ASSAMESE,HINDI,15311351.0,2557685.0,ARABIC/ARBI ,1704.0
ASSAMESE,HINDI,15311351.0,2557685.0,BHILI/BHILODI ,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,BHOTIA ,8.0
ASSAMESE,HINDI,15311351.0,2557685.0,BHUMIJ ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,BISHNUPURIYA,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,CHAKRU/CHOKRI ,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,COORGI/KODAGU ,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,DEORI ,108.0
ASSAMESE,HINDI,15311351.0,2557685.0,DIMASA ,30.0
ASSAMESE,HINDI,15311351.0,2557685.0,ENGLISH ,717634.0
ASSAMESE,HINDI,15311351.0,2557685.0,GARO ,1639.0
ASSAMESE,HINDI,15311351.0,2557685.0,GONDI,5.0
ASSAMESE,HINDI,15311351.0,2557685.0,HALAM ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,HMAR,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,HO,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,KABUI ,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,KARBI/MIKIR ,919.0
ASSAMESE,HINDI,15311351.0,2557685.0,KHARIA ,50.0
ASSAMESE,HINDI,15311351.0,2557685.0,KHASI ,612.0
ASSAMESE,HINDI,15311351.0,2557685.0,KHEZHA ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,KISAN ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,KOCH ,9.0
ASSAMESE,HINDI,15311351.0,2557685.0,KONDA,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,KONYAK ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,KORWA ,9.0
ASSAMESE,HINDI,15311351.0,2557685.0,KUKI,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,KURUKH/ORAON ,13.0
ASSAMESE,HINDI,15311351.0,2557685.0,LADAKHI ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,LAKHER,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,LALUNG ,31.0
ASSAMESE,HINDI,15311351.0,2557685.0,LIANGMEI ,7.0
ASSAMESE,HINDI,15311351.0,2557685.0,LIMBU ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,LOTHA ,6.0
ASSAMESE,HINDI,15311351.0,2557685.0,LUSHAI/MIZO ,63.0
ASSAMESE,HINDI,15311351.0,2557685.0,MARAM,21.0
ASSAMESE,HINDI,15311351.0,2557685.0,MIRI/MISHING,1127.0
ASSAMESE,HINDI,15311351.0,2557685.0,MISHMI ,13.0
ASSAMESE,HINDI,15311351.0,2557685.0,MOGH ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,MONPA ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,MUNDA,309.0
ASSAMESE,HINDI,15311351.0,2557685.0,MUNDARI ,49.0
ASSAMESE,HINDI,15311351.0,2557685.0,NICOBARESE ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,NISSI/DAFLA ,53.0
ASSAMESE,HINDI,15311351.0,2557685.0,NOCTE ,5.0
ASSAMESE,HINDI,15311351.0,2557685.0,PAITE,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,RABHA ,424.0
ASSAMESE,HINDI,15311351.0,2557685.0,RENGMA ,5.0
ASSAMESE,HINDI,15311351.0,2557685.0,SAVARA,64.0
ASSAMESE,HINDI,15311351.0,2557685.0,SEMA,7.0
ASSAMESE,HINDI,15311351.0,2557685.0,SHINA,2.0
ASSAMESE,HINDI,15311351.0,2557685.0,TAMANG ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,TANGKHUL ,4.0
ASSAMESE,HINDI,15311351.0,2557685.0,TANGSA,23.0
ASSAMESE,HINDI,15311351.0,2557685.0,TIBETAN ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,TRIPURI ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,TULU ,3.0
ASSAMESE,HINDI,15311351.0,2557685.0,VAIPHEI ,5.0
ASSAMESE,HINDI,15311351.0,2557685.0,WANCHO,83.0
ASSAMESE,HINDI,15311351.0,2557685.0,ZELIANG ,1.0
ASSAMESE,HINDI,15311351.0,2557685.0,ZOU ,1.0
ASSAMESE,KANNADA,15311351.0,569.0,BENGALI ,3.0
ASSAMESE,KANNADA,15311351.0,569.0,HINDI ,165.0
ASSAMESE,KANNADA,15311351.0,569.0,MARATHI ,1.0
ASSAMESE,KANNADA,15311351.0,569.0,NEPALI ,7.0
ASSAMESE,KANNADA,15311351.0,569.0,ODIA ,1.0
ASSAMESE,KANNADA,15311351.0,569.0,TAMIL ,12.0
ASSAMESE,KANNADA,15311351.0,569.0,TELUGU ,2.0
ASSAMESE,KANNADA,15311351.0,569.0,URDU,2.0
ASSAMESE,KANNADA,15311351.0,569.0,COORGI/KODAGU ,10.0
ASSAMESE,KANNADA,15311351.0,569.0,ENGLISH ,81.0
ASSAMESE,KASHMIRI,15311351.0,4.0,URDU,1.0
ASSAMESE,KONKANI,15311351.0,27.0,HINDI ,17.0
ASSAMESE,KONKANI,15311351.0,27.0,MARATHI ,1.0
ASSAMESE,KONKANI,15311351.0,27.0,ODIA ,4.0
ASSAMESE,KONKANI,15311351.0,27.0,ENGLISH ,2.0
ASSAMESE,MAITHILI,15311351.0,590.0,HINDI ,82.0
ASSAMESE,MAITHILI,15311351.0,590.0,NEPALI ,1.0
ASSAMESE,MAITHILI,15311351.0,590.0,GONDI,2.0
ASSAMESE,MALAYALAM,15311351.0,323.0,BENGALI ,1.0
ASSAMESE,MALAYALAM,15311351.0,323.0,HINDI ,53.0
ASSAMESE,MALAYALAM,15311351.0,323.0,TELUGU ,1.0
ASSAMESE,MALAYALAM,15311351.0,323.0,ARABIC/ARBI ,1.0
ASSAMESE,MALAYALAM,15311351.0,323.0,ENGLISH ,15.0
ASSAMESE,MALAYALAM,15311351.0,323.0,MIRI/MISHING,1.0
ASSAMESE,MANIPURI,15311351.0,1120.0,BENGALI ,29.0
ASSAMESE,MANIPURI,15311351.0,1120.0,BODO ,2.0
ASSAMESE,MANIPURI,15311351.0,1120.0,HINDI ,308.0
ASSAMESE,MANIPURI,15311351.0,1120.0,NEPALI ,3.0
ASSAMESE,MANIPURI,15311351.0,1120.0,DIMASA ,1.0
ASSAMESE,MANIPURI,15311351.0,1120.0,ENGLISH ,61.0
ASSAMESE,MANIPURI,15311351.0,1120.0,MIRI/MISHING,2.0
ASSAMESE,MANIPURI,15311351.0,1120.0,WANCHO,1.0
ASSAMESE,MARATHI,15311351.0,978.0,BENGALI ,29.0
ASSAMESE,MARATHI,15311351.0,978.0,BODO ,1.0
ASSAMESE,MARATHI,15311351.0,978.0,GUJARATI,2.0
ASSAMESE,MARATHI,15311351.0,978.0,HINDI ,249.0
ASSAMESE,MARATHI,15311351.0,978.0,NEPALI ,2.0
ASSAMESE,MARATHI,15311351.0,978.0,SANSKRIT ,1.0
ASSAMESE,MARATHI,15311351.0,978.0,URDU,1.0
ASSAMESE,MARATHI,15311351.0,978.0,ENGLISH ,46.0
ASSAMESE,NEPALI,15311351.0,51540.0,BENGALI ,1280.0
ASSAMESE,NEPALI,15311351.0,51540.0,BODO ,169.0
ASSAMESE,NEPALI,15311351.0,51540.0,GUJARATI,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,HINDI ,16152.0
ASSAMESE,NEPALI,15311351.0,51540.0,KANNADA,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,MANIPURI ,6.0
ASSAMESE,NEPALI,15311351.0,51540.0,ODIA ,29.0
ASSAMESE,NEPALI,15311351.0,51540.0,PUNJABI ,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,SANSKRIT ,5.0
ASSAMESE,NEPALI,15311351.0,51540.0,SANTALI ,10.0
ASSAMESE,NEPALI,15311351.0,51540.0,TAMIL ,3.0
ASSAMESE,NEPALI,15311351.0,51540.0,TELUGU ,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,URDU,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,ADI ,3.0
ASSAMESE,NEPALI,15311351.0,51540.0,AO ,4.0
ASSAMESE,NEPALI,15311351.0,51540.0,ARABIC/ARBI ,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,BHOTIA ,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,BHUMIJ ,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,DEORI ,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,ENGLISH ,749.0
ASSAMESE,NEPALI,15311351.0,51540.0,GARO ,25.0
ASSAMESE,NEPALI,15311351.0,51540.0,HO,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,KARBI/MIKIR ,33.0
ASSAMESE,NEPALI,15311351.0,51540.0,KHASI ,13.0
ASSAMESE,NEPALI,15311351.0,51540.0,KURUKH/ORAON ,6.0
ASSAMESE,NEPALI,15311351.0,51540.0,LALUNG ,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,MIRI/MISHING,42.0
ASSAMESE,NEPALI,15311351.0,51540.0,MUNDA,6.0
ASSAMESE,NEPALI,15311351.0,51540.0,MUNDARI ,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,RABHA ,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,SEMA,2.0
ASSAMESE,NEPALI,15311351.0,51540.0,TAMANG ,9.0
ASSAMESE,NEPALI,15311351.0,51540.0,TANGSA,1.0
ASSAMESE,NEPALI,15311351.0,51540.0,TRIPURI ,1.0
ASSAMESE,ODIA,15311351.0,37529.0,BENGALI ,812.0
ASSAMESE,ODIA,15311351.0,37529.0,BODO ,9.0
ASSAMESE,ODIA,15311351.0,37529.0,GUJARATI,16.0
ASSAMESE,ODIA,15311351.0,37529.0,HINDI ,9746.0
ASSAMESE,ODIA,15311351.0,37529.0,MAITHILI ,2.0
ASSAMESE,ODIA,15311351.0,37529.0,MANIPURI ,1.0
ASSAMESE,ODIA,15311351.0,37529.0,NEPALI ,23.0
ASSAMESE,ODIA,15311351.0,37529.0,SANTALI ,9.0
ASSAMESE,ODIA,15311351.0,37529.0,TELUGU ,4.0
ASSAMESE,ODIA,15311351.0,37529.0,URDU,2.0
ASSAMESE,ODIA,15311351.0,37529.0,BHUMIJ ,27.0
ASSAMESE,ODIA,15311351.0,37529.0,ENGLISH ,152.0
ASSAMESE,ODIA,15311351.0,37529.0,KARBI/MIKIR ,3.0
ASSAMESE,ODIA,15311351.0,37529.0,KUI ,1.0
ASSAMESE,ODIA,15311351.0,37529.0,KUKI,1.0
ASSAMESE,ODIA,15311351.0,37529.0,LALUNG ,1.0
ASSAMESE,ODIA,15311351.0,37529.0,MUNDA,31.0
ASSAMESE,ODIA,15311351.0,37529.0,SAVARA,2.0
ASSAMESE,PUNJABI,15311351.0,645.0,BENGALI ,25.0
ASSAMESE,PUNJABI,15311351.0,645.0,HINDI ,203.0
ASSAMESE,PUNJABI,15311351.0,645.0,MALAYALAM,1.0
ASSAMESE,PUNJABI,15311351.0,645.0,NEPALI ,3.0
ASSAMESE,PUNJABI,15311351.0,645.0,URDU,1.0
ASSAMESE,PUNJABI,15311351.0,645.0,ENGLISH ,27.0
ASSAMESE,PUNJABI,15311351.0,645.0,GARO ,1.0
ASSAMESE,SANSKRIT,15311351.0,2167.0,BENGALI ,23.0
ASSAMESE,SANSKRIT,15311351.0,2167.0,HINDI ,727.0
ASSAMESE,SANSKRIT,15311351.0,2167.0,NEPALI ,6.0
ASSAMESE,SANSKRIT,15311351.0,2167.0,BHOTIA ,1.0
ASSAMESE,SANSKRIT,15311351.0,2167.0,ENGLISH ,436.0
ASSAMESE,SANTALI,15311351.0,2678.0,BENGALI ,24.0
ASSAMESE,SANTALI,15311351.0,2678.0,BODO ,4.0
ASSAMESE,SANTALI,15311351.0,2678.0,HINDI ,451.0
ASSAMESE,SANTALI,15311351.0,2678.0,NEPALI ,16.0
ASSAMESE,SANTALI,15311351.0,2678.0,ODIA ,2.0
ASSAMESE,SANTALI,15311351.0,2678.0,ENGLISH ,5.0
ASSAMESE,SANTALI,15311351.0,2678.0,RABHA ,1.0
ASSAMESE,SINDHI,15311351.0,1614.0,BENGALI ,787.0
ASSAMESE,SINDHI,15311351.0,1614.0,HINDI ,20.0
ASSAMESE,SINDHI,15311351.0,1614.0,URDU,1.0
ASSAMESE,SINDHI,15311351.0,1614.0,ARABIC/ARBI ,1.0
ASSAMESE,SINDHI,15311351.0,1614.0,ENGLISH ,5.0
ASSAMESE,TAMIL,15311351.0,341.0,BENGALI ,6.0
ASSAMESE,TAMIL,15311351.0,341.0,HINDI ,37.0
ASSAMESE,TAMIL,15311351.0,341.0,KANNADA,5.0
ASSAMESE,TAMIL,15311351.0,341.0,NEPALI ,1.0
ASSAMESE,TAMIL,15311351.0,341.0,TELUGU ,6.0
ASSAMESE,TAMIL,15311351.0,341.0,URDU,1.0
ASSAMESE,TAMIL,15311351.0,341.0,ENGLISH ,34.0
ASSAMESE,TELUGU,15311351.0,244.0,BENGALI ,2.0
ASSAMESE,TELUGU,15311351.0,244.0,HINDI ,70.0
ASSAMESE,TELUGU,15311351.0,244.0,KANNADA,4.0
ASSAMESE,TELUGU,15311351.0,244.0,MALAYALAM,1.0
ASSAMESE,TELUGU,15311351.0,244.0,ODIA ,6.0
ASSAMESE,TELUGU,15311351.0,244.0,ENGLISH ,15.0
ASSAMESE,URDU,15311351.0,3469.0,BENGALI ,502.0
ASSAMESE,URDU,15311351.0,3469.0,GUJARATI,13.0
ASSAMESE,URDU,15311351.0,3469.0,HINDI ,653.0
ASSAMESE,URDU,15311351.0,3469.0,KANNADA,1.0
ASSAMESE,URDU,15311351.0,3469.0,NEPALI ,2.0
ASSAMESE,URDU,15311351.0,3469.0,ODIA ,2.0
ASSAMESE,URDU,15311351.0,3469.0,SANSKRIT ,1.0
ASSAMESE,URDU,15311351.0,3469.0,ARABIC/ARBI ,318.0
ASSAMESE,URDU,15311351.0,3469.0,ENGLISH ,120.0
ASSAMESE,URDU,15311351.0,3469.0,GARO ,1.0
ASSAMESE,URDU,15311351.0,3469.0,ZOU ,1.0
ASSAMESE,ADI,15311351.0,263.0,BENGALI ,15.0
ASSAMESE,ADI,15311351.0,263.0,HINDI ,71.0
ASSAMESE,ADI,15311351.0,263.0,NEPALI ,2.0
ASSAMESE,ADI,15311351.0,263.0,ENGLISH ,2.0
ASSAMESE,ADI,15311351.0,263.0,MIRI/MISHING,1.0
ASSAMESE,ANGAMI,15311351.0,62.0,HINDI ,10.0
ASSAMESE,ANGAMI,15311351.0,62.0,MANIPURI ,1.0
ASSAMESE,ANGAMI,15311351.0,62.0,AO ,1.0
ASSAMESE,ANGAMI,15311351.0,62.0,ENGLISH ,15.0
ASSAMESE,ANGAMI,15311351.0,62.0,LOTHA ,1.0
ASSAMESE,AO,15311351.0,348.0,BENGALI ,8.0
ASSAMESE,AO,15311351.0,348.0,HINDI ,37.0
ASSAMESE,AO,15311351.0,348.0,ENGLISH ,26.0
ASSAMESE,AO,15311351.0,348.0,LOTHA ,4.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,BENGALI ,431.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,GUJARATI,8.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,HINDI ,993.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,NEPALI ,4.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,PUNJABI ,1.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,SANSKRIT ,1.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,URDU,380.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,AO ,2.0
ASSAMESE,ARABIC/ARBI,15311351.0,6265.0,ENGLISH ,434.0
ASSAMESE,BHILI/BHILODI,15311351.0,17.0,HINDI ,3.0
ASSAMESE,BHOTIA,15311351.0,16.0,BENGALI ,3.0
ASSAMESE,BHOTIA,15311351.0,16.0,HINDI ,3.0
ASSAMESE,BHUMIJ,15311351.0,30.0,HINDI ,5.0
ASSAMESE,BHUMIJ,15311351.0,30.0,ODIA ,16.0
ASSAMESE,BISHNUPURIYA,15311351.0,14.0,HINDI ,5.0
ASSAMESE,BISHNUPURIYA,15311351.0,14.0,MANIPURI ,2.0
ASSAMESE,BISHNUPURIYA,15311351.0,14.0,ENGLISH ,1.0
ASSAMESE,CHAKHESANG,15311351.0,10.0,HINDI ,1.0
ASSAMESE,CHAKHESANG,15311351.0,10.0,ANGAMI ,3.0
ASSAMESE,CHAKHESANG,15311351.0,10.0,ENGLISH ,4.0
ASSAMESE,CHAKHESANG,15311351.0,10.0,SANGTAM ,1.0
ASSAMESE,CHAKRU/CHOKRI,15311351.0,9.0,HINDI ,1.0
ASSAMESE,CHAKRU/CHOKRI,15311351.0,9.0,ANGAMI ,3.0
ASSAMESE,CHAKRU/CHOKRI,15311351.0,9.0,ENGLISH ,1.0
ASSAMESE,COORGI/KODAGU,15311351.0,11.0,HINDI ,2.0
ASSAMESE,COORGI/KODAGU,15311351.0,11.0,KANNADA,7.0
ASSAMESE,DEORI,15311351.0,1633.0,BENGALI ,3.0
ASSAMESE,DEORI,15311351.0,1633.0,BODO ,1.0
ASSAMESE,DEORI,15311351.0,1633.0,HINDI ,169.0
ASSAMESE,DEORI,15311351.0,1633.0,NEPALI ,3.0
ASSAMESE,DEORI,15311351.0,1633.0,ENGLISH ,75.0
ASSAMESE,DEORI,15311351.0,1633.0,MIRI/MISHING,8.0
ASSAMESE,DIMASA,15311351.0,236.0,BENGALI ,81.0
ASSAMESE,DIMASA,15311351.0,236.0,BODO ,2.0
ASSAMESE,DIMASA,15311351.0,236.0,HINDI ,50.0
ASSAMESE,DIMASA,15311351.0,236.0,ENGLISH ,6.0
ASSAMESE,ENGLISH,15311351.0,984983.0,BENGALI ,12033.0
ASSAMESE,ENGLISH,15311351.0,984983.0,BODO ,622.0
ASSAMESE,ENGLISH,15311351.0,984983.0,DOGRI ,1.0
ASSAMESE,ENGLISH,15311351.0,984983.0,GUJARATI,45.0
ASSAMESE,ENGLISH,15311351.0,984983.0,HINDI ,623933.0
ASSAMESE,ENGLISH,15311351.0,984983.0,KANNADA,77.0
ASSAMESE,ENGLISH,15311351.0,984983.0,KONKANI,1.0
ASSAMESE,ENGLISH,15311351.0,984983.0,MAITHILI ,1.0
ASSAMESE,ENGLISH,15311351.0,984983.0,MALAYALAM,18.0
ASSAMESE,ENGLISH,15311351.0,984983.0,MANIPURI ,46.0
ASSAMESE,ENGLISH,15311351.0,984983.0,MARATHI ,47.0
ASSAMESE,ENGLISH,15311351.0,984983.0,NEPALI ,547.0
ASSAMESE,ENGLISH,15311351.0,984983.0,ODIA ,90.0
ASSAMESE,ENGLISH,15311351.0,984983.0,PUNJABI ,31.0
ASSAMESE,ENGLISH,15311351.0,984983.0,SANSKRIT ,1283.0
ASSAMESE,ENGLISH,15311351.0,984983.0,SANTALI ,3.0
ASSAMESE,ENGLISH,15311351.0,984983.0,SINDHI,2.0
ASSAMESE,ENGLISH,15311351.0,984983.0,TAMIL ,52.0
ASSAMESE,ENGLISH,15311351.0,984983.0,TELUGU ,23.0
ASSAMESE,ENGLISH,15311351.0,984983.0,URDU,202.0
ASSAMESE,ENGLISH,15311351.0,984983.0,ADI ,1.0
ASSAMESE,ENGLISH,15311351.0,984983.0,ANGAMI ,15.0
ASSAMESE,ENGLISH,15311351.0,984983.0,AO ,34.0
ASSAMESE,ENGLISH,15311351.0,984983.0,ARABIC/ARBI ,1077.0
ASSAMESE,ENGLISH,15311351.0,984983.0,CHAKRU/CHOKRI ,3.0
ASSAMESE,ENGLISH,15311351.0,984983.0,DEORI ,54.0
ASSAMESE,ENGLISH,15311351.0,984983.0,DIMASA ,2.0
ASSAMESE,ENGLISH,15311351.0,984983.0,GARO ,189.0
ASSAMESE,ENGLISH,15311351.0,984983.0,HALAM ,6.0
ASSAMESE,ENGLISH,15311351.0,984983.0,HMAR,2.0
ASSAMESE,ENGLISH,15311351.0,984983.0,KABUI ,1.0
ASSAMESE,ENGLISH,15311351.0,984983.0,KARBI/MIKIR ,146.0
ASSAMESE,ENGLISH,15311351.0,984983.0,KHARIA ,1.0
